Name of the station,Year,srcStateName,StateCode,StateName,IntermediateRatio
"SABARMATI AT VILL. MAROLI TALUKA DASCROI, AHMEDABAD, GUJARAT",2013,GUJARAT,24,GUJARAT,1
CHAMBAL AT NAGDA U/S (WATER INTAKE POINT),2016,MADHYA PRADESH,23,MADHYA PRADESH,1
GODAVARI AT RAHER,2012,MAHARASHTRA,27,MAHARASHTRA,1
"GANGA AT KEWALA GHAT,FATUHA, PATNA",2019,BIHAR,10,BIHAR,1
"GODAVARI AT RAJAHMUNDRY U/S, A.P.",2014,ANDHRA PRADESH,36,ANDHRA PRADESH,1
"TAPI RIVER AT ONGC BRIDGE AT SURAT, DIST. SURAT",2017,GUJARAT,24,GUJARAT,1
"RIVER YAMUNA , U/S PAONTA SAHIB, H.P",2017,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
"KALI SINDH AT ANICUT OF M/S CFCL GADEPAN, KOTA",2016,RAJASTHAN,8,RAJASTHAN,1
"KHAROON RIVER A/C KHAPRI DRAIN, CHHATISGARH.",2017,CHATTISGARH,22,CHHATTISGARH,1
TUNGABHADRA AT HARIHAR WATER SUPPLY INTAKE,2016,KARNATAKA,29,KARNATAKA,1
GANGA AT GARHMUKTESHWAR,2018,UTTAR PRADESH,9,UTTAR PRADESH,1
KRISHNA AT WADAPALLY AFTER CONFL. WITH R. MUSI(SHIFTED FROM 1220),2019,TELANGANA,36,TELANGANA,1
TAPI AT HATHNUR,2016,MADHYA PRADESH,23,MADHYA PRADESH,1
BEAS AT D/S MANALI,2014,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
GHATPRABHA AT D/S OF MUDHOL RD. CROSS BDG.,2017,KARNATAKA,29,KARNATAKA,1
BETWA NEAR W/S INTAKE WELL POINT RAISEN,2016,MADHYA PRADESH,23,MADHYA PRADESH,1
"RIVER JAMMER AT DHOLOWAD, RATLAM",2012,MADHYA PRADESH,23,MADHYA PRADESH,1
"SABARMATI AT GANDHI NAGAR CHILODA BRIDGE,LEKAWADA",2016,GUJARAT,24,GUJARAT,1
BAGHEBAHU LIFTING POINT(1 KM U/S TAWI BRIDGE),2018,JAMMU & KASHMIR,1,JAMMU AND KASHMIR,1
"RIVER SAI AT JALALPUR, JAUNPUR",2018,UTTAR PRADESH,9,UTTAR PRADESH,1
"VENNA RIVER AT VARYE, SATARA.",2014,MAHARASHTRA,27,MAHARASHTRA,1
BRAHMANI AT D/S PANPOSH AT DEOGAN,2017,ODISHA,21,ODISHA,1
GOMTI AT SITAPUR U/S AT WATER INTAKE,2016,UTTAR PRADESH,9,UTTAR PRADESH,1
WATER INTAKE POINT FOR SURI TOWN ON RIVER MAYURAKSHI,2018,WEST BENGAL,19,WEST BENGAL,1
"GIRNA RIVER AT JALGAON AT INTAKE OF GIRNA PUMP HUOSE, VILLAGE GIRNA PUMP HOUSE AREA, TALUKA JALGAON, DISTRICT JALGAON.",2018,MAHARASHTRA,27,MAHARASHTRA,1
"DHANSIRI AT NUTON BASTI, NAGALAND",2013,NAGALAND,13,NAGALAND,1
"BETWA NEAR ROAD BRIDGE, BHOJPUR",2012,MADHYA PRADESH,23,MADHYA PRADESH,1
"WENA RIVER AT D/S OF MOHATA MILLS, NEAR BRIDGE ON HINGANGHAT WADNER ROAD, VILLAGE HINGANGHAT, TALUKA HINGANGHAT, DISTRICT WARDHA.",2018,MAHARASHTRA,27,MAHARASHTRA,1
BIRUPA AT CHOUDWAR D/S,2017,ODISHA,21,ODISHA,1
"GODAVARI AT BHADRACHALAM D/S BATHING GHAT, KHAMMAM",2014,ANDHRA PRADESH,36,TELANGANA,1
PANCHAGANGA D/S OF KOLHAPUR TOWN,2016,MAHARASHTRA,27,MAHARASHTRA,1
"MAHANADI AFTER CONFL. WITH RIVER MAND, CHHATISGARH",2018,CHHATTISGARH,22,CHHATTISGARH,1
TAPI AT UPHAD VILLAGE,2016,MAHARASHTRA,27,MAHARASHTRA,1
SIKRAHNA RIVER AT LAURIA - HARINAGAR ROAD BRIDGE,2013,BIHAR,10,BIHAR,1
NARMADA AT HOSHANGABAD U S M.P.,2017,MADHYA PRADESH,23,MADHYA PRADESH,1
PARVATI D/S MANIKARAN,2016,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
"GODAVARI AT PANCHAVATI AT RAMKUND,MAHARASHTRA",2014,MAHARASHTRA,27,MAHARASHTRA,1
"GANGA AT HARIDWAR D/S, UPPER GANGA CANAL D/S BALKUMARI MANDIR,",2019,UTTARAKHAND,5,UTTARAKHAND,1
"KSHIPRA AT GAUGHAT, UJJAIN",2018,MADHYA PRADESH,23,MADHYA PRADESH,1
BRAHMPUTRA RIVER NEAR WATER INTAKE POINT AT KACHAR,2018,ASSAM,18,ASSAM,1
"BATHING GHAT, GOLAGHAT",2018,UTTAR PRADESH,9,UTTAR PRADESH,1
"THIRUMANIMUTHAR AT SALEM, D/S OF SAGO & TEXTILE DYING INDUSTRIES",2016,TAMIL NADU,33,TAMIL NADU,1
CUTTACK FD/S AT GATIRAUTAPATNA,2018,ODISHA,21,ODISHA,1
MAHI AT MUJPUR,2012,GUJARAT,24,GUJARAT,1
SATLUJ AT D/S HUSSANIWALA-H/W FEROZEPUR,2012,PUNJAB,3,PUNJAB,1
KUSEI BEFORE JOINING WITH BAITARANI RIVER AT ANAND,2018,ODISHA,21,ODISHA,1
"BOGINADI NEAR BRIDGE NH52, LAKHIMPUR, ASSAM",2018,ASSAM,18,ASSAM,1
"RIVER GANGA A/C GOMTI RIVER, BHUSAULA",2018,UTTAR PRADESH,9,UTTAR PRADESH,1
"KHARSANG BEFORE CONFLUENCE WITH BURIDIHING NEAR KHARSANG (ASSAMARUNANCHAL BORDER), ASSAM",2017,ASSAM,18,ASSAM,1
"POONPUN RIVER NEAR POONPUN RAIL BRIDGE, PATNA",2019,BIHAR,10,BIHAR,1
"SWAN AT D/S NANGAL DISTT. UNA, H.P.",2013,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
BEAS AT D/S ALAMPUR,2017,HIMACHAL PRADESH,2,HIMACHAL PRADESH,1
BEAS AT G.T.RD UNDER BDG. NR KAPURTHALA,2012,PUNJAB,3,PUNJAB,1
MANU AT KUMARGHAT,2016,TRIPURA,16,TRIPURA,1
"RIVER KUNDU, NANDYAL, NEAR OVER BDG., KURNOOL",2017,ANDHRA PRADESH,28,ANDHRA PRADESH,1
GORABAZAR,2018,WEST BENGAL,19,WEST BENGAL,1
"BRAHMPUTRA RIVER AT SUALKUCHI, DIST. KAMRUP, ASSAM",2014,ASSAM,18,ASSAM,1
"CAUVERY AT KUMBAKONAM, THANJAVUR, TAMILNADU",2014,TAMILNADU,33,TAMIL NADU,1
DAMODAR D/S BHAIRABI AT RAJRAPPA,2019,JHARKHAND,20,JHARKHAND,1
YAMUNA AT WAZIRABAD,2016,DELHI,7,DELHI,1
"BANAS,NEAR NEWTA DAM, JAIPUR",2016,RAJASTHAN,8,RAJASTHAN,1
"PARVATI A/C OF VINDHYACHAL NALLA, PILUKHEDI",2016,MADHYA PRADESH,23,MADHYA PRADESH,1
"SUBARNAREKHA AT D/S JAMSHEDPUR,(TATA NAGAR)",2012,JHARKHAND,20,JHARKHAND,1
"JHELUM AT SANGAM, CONFLUENCE POINT OF VISHAV NALLAH",2016,JAMMU & KASHMIR,1,JAMMU AND KASHMIR,1
KHARSANG B/C/ WITH BURIDIHING NEAR KHARSANG (ASSAM-ARUNANCHAL BORDER),2012,ASSAM,18,ASSAM,1
"GODAVARI AT U/S OF GANGAPUR DAM, NASIK, MAHARASHTRA",2016,MAHARASHTRA,27,MAHARASHTRA,1
"BHIMA AT FEROZABAD VILLAGE (D/S), KARNATAKA",2018,KARNATAKA,29,KARNATAKA,1
"TUNGHABHADRA AT ULLANUR, KARNATAKA",2018,KARNATAKA,29,KARNATAKA,1
"RIVER GANGA AT CHAMPANAGAR, BHAGALPUR",2019,BIHAR,10,BIHAR,1
"MAHI NEAR RAJASTHAN BORDER AT KADANA DAM, GUJARAT",2013,GUJARAT,24,GUJARAT,1
"HINDON AT GHAZIABAD D/S, U.P.",2018,UTTAR PRADESH,9,UTTAR PRADESH,1
"INDRAVATI RIVER A/C DANTEWADA RIVER, NELSONNAR, DANTEWADA, CHHATISGARH.",2019,CHHATTISGARH,22,CHHATTISGARH,1
"GODAVARI AT RAHER, MAHARASHTRA",2013,MAHARASHTRA,27,MAHARASHTRA,1
GOMTI AT LUCKNOW U/S AT WATER INTAKE POINT,2012,UTTAR PRADESH,9,UTTAR PRADESH,1
"CAUVERY RIVER D/S BARACHUKI FALLS, SATHEGALA, KOLLEGALA",2019,KARNATAKA,29,KARNATAKA,1
GANGA AT TRIGHAT (GHAZIPUR),2017,UTTAR PRADESH,9,UTTAR PRADESH,1
BARAKAR AT MAITHAN DAM,2016,JHARKHAND,20,JHARKHAND,1
"KELO RIVER D/S OF RAIGARH, CHHATISGARH.",2018,CHHATTISGARH,22,CHHATTISGARH,1
BRAHMANI AT U/S PANPOSH,2012,ORISSA,21,ODISHA,1
"DARNA AT SANSARI , NASHIK",2016,MAHARASHTRA,27,MAHARASHTRA,1
"D/S OF KALINGARAYAN CANAL (B10), ERODE, TAMILNADU",2018,TAMIL NADU,33,TAMIL NADU,1
"CAUVERY AT D/S OF KAREKUARA VILLAGE,",2017,KARNATAKA,29,KARNATAKA,1
"VENNA RIVER AT VARYE, VILLAGE VARYE,TALUKA SATARA,",2018,MAHARASHTRA,27,MAHARASHTRA,1
"UJH AT DAM SITE(L.H.S.), KATHUA",2012,JAMMU & KASHMIR,1,JAMMU AND KASHMIR,1
"MUNERU BEFORE CONFL. WITH KRISHNA, NANDIGAMA, A.P.",2018,"ANDHRA
PRADESH",28,ANDHRA PRADESH,1
"DARNA AT MES SITE PUMPING STATION, BHAGUR, NASHIK",2016,MAHARASHTRA,27,MAHARASHTRA,1
"SIKRAHNA AT LAUREA, HARINAGAR ROAD BRIDGE",2016,BIHAR,10,BIHAR,1
"BANAS AT BISULPUR DAM, TONK, RAJASTHAN",2014,RAJASTHAN,8,RAJASTHAN,1
"KALINADI AT KANNAUJ (BEFORE CONF.),U.P",2014,UTTAR PRADESH,9,UTTAR PRADESH,1
"BEAS RIVER, NR VILL KIRI AFGHANA, TEHSIL BATALA, GURDASPUR",2019,PUNJAB,3,PUNJAB,1
"KABINI AT WATER INTAKE OF KIADB AT NANJANGUD,",2017,KARNATAKA,29,KARNATAKA,1
"BURHI GANDAK AT AKHARAGHAT, MUZAFFARPUR",2016,BIHAR,10,BIHAR,1
"GODAVARI RIVER AT HANUMAN GHAT, NASHIK CITY.",2012,MAHARASHTRA,27,MAHARASHTRA,1
JHELAM D/S ANANTNAG,2016,JAMMU & KASHMIR,1,JAMMU AND KASHMIR,1
"RIVER BICHIA, BRIDGE GOVINDGARH ROAD",2018,MADHYA PRADESH,23,MADHYA PRADESH,1
WATER INTAKE POINT FOR SURI TOWN ON RIVER MAYURAKSHI,2014,WEST BENGAL,19,WEST BENGAL,1
"SUTLEJ AT U/S BUDHA NALLAH (UPPER), PUNJAB",2019,PUNJAB,3,PUNJAB,1
CHAMBAL AT KOTA D/S (2 KM. FROM CITY),2016,RAJASTHAN,8,RAJASTHAN,1
TAWI AT BAGH-E-BAHU LIFTING POINT,2012,JAMMU & KASHMIR,1,JAMMU AND KASHMIR,1
RIVER SATLUJ AT PHILLAUR U/S,2017,PUNJAB,3,PUNJAB,1
BAITARNI RIVER AT NAIGARH,2018,ODISHA,21,ODISHA,1
"KSHIPRA AT TRIVENISANGAM (1 KM. D/S OF SANGAM), M.P.",2019,MADHYA PRADESH,23,MADHYA PRADESH,1
NARMADA NEAR SOURCE AT AMARKANTAK,2016,MADHYA PRADESH,23,MADHYA PRADESH,1
"GODAVARI AT KAMALPUR U/S M/S AP RAYONS LTD. INTAKE WELL, WARANGAL",2012,ANDHRA PRADESH,36,TELANGANA,1
"MAHANADI AT NARSINGHPUR, ORISSA",2013,ORISSA,21,ODISHA,1
