Station code,Station name,srcStateName,Minimum temperature for ground water in celsius,Maximum temperature for ground water in celsius,Minimum potential of Hydrogen value in water,Maximum potential of Hydrogen value in water,Minimum Conductivity Level,Maximum Conductivity Level,Minimum Biochemical oxygen demand,Maximum Biochemical oxygen demand,Minimum  of Nitrate N + Nitrite N required required for ground water,Maximum  of Nitrate N + Nitrite N required required for ground water,Minimum  of Faecal Coliforms required for ground water,Maximum   of Faecal Coliforms required for ground water,Minimum  of total coliform required for ground water,Maximum  of total coliform required for ground water,srcYear,YearCode,Year
2281,WELL AT CORLIM INDL. ESTATE,GOA,25,32,6.1,6.53,45.5,55.1,1.6,2.3,0.03,1.09,,,4,125,2012,2012,"Calendar Year (Jan - Dec), 2012"
2282,WELL AT PILERNE INDL ESTATE (M/S UNICHEM ),GOA,28,33,5.9,6.5,199.8,312,1,1.6,0.67,0.78,4,4,150,150,2012,2012,"Calendar Year (Jan - Dec), 2012"
1555,"AT KALA AMB, H.P",HIMACHAL PRADESH,25,26,7.3,7.6,369,445,1,1.4,0.24,1.27,4,8,9,11,2012,2012,"Calendar Year (Jan - Dec), 2012"
1556,"AT PAONTA SAHIB, H.P",HIMACHAL PRADESH,24,26,7.28,7.48,541,649,1.4,1.6,0.26,1.18,5,7,9,12,2012,2012,"Calendar Year (Jan - Dec), 2012"
1557,"AT PARWANOO, H.P",HIMACHAL PRADESH,21,24,7.23,8.34,365,455,0.2,0.5,0.03,0.096,,,2,2,2012,2012,"Calendar Year (Jan - Dec), 2012"
1558,"AT BADDI, H.P",HIMACHAL PRADESH,23,26,7.5,8.3,291,709,0.2,1,0.18,1.79,,,10,10,2012,2012,"Calendar Year (Jan - Dec), 2012"
1559,"AT BAROTIWALA, H.P",HIMACHAL PRADESH,22,27,7.58,7.96,329,408,0.2,4,0.14,2.33,8,8,32,32,2012,2012,"Calendar Year (Jan - Dec), 2012"
1560,"AT NALAGARH, H.P",HIMACHAL PRADESH,23,27,7.51,8.27,906,1145,0.3,0.5,0.19,0.26,,,2,2,2012,2012,"Calendar Year (Jan - Dec), 2012"
1561,"AT DAMTAL, H.P",HIMACHAL PRADESH,18,25.4,7.52,7.59,680,701,0.6,1,5.22,5.22,7,7,33,33,2012,2012,"Calendar Year (Jan - Dec), 2012"
1562,"AT UNA, H.P",HIMACHAL PRADESH,15,25,7.4,7.85,428,630,0,0.5,1.71,3.33,4,4,26,26,2012,2012,"Calendar Year (Jan - Dec), 2012"
1872,SHIMLA D/S OF MSW DUMPING SITE,HIMACHAL PRADESH,10.4,14.1,6.62,7.86,232,758,2.5,45,,,6,128,27,390,2012,2012,"Calendar Year (Jan - Dec), 2012"
1873,DHARAMSHALA KANGRA D/S OF MSW DUMPING SITE,HIMACHAL PRADESH,18,20,5.85,6.04,269,293,0.7,0.9,0.02,0.613,4,4,17,17,2012,2012,"Calendar Year (Jan - Dec), 2012"
1874,SOLAN-D/S OF MSW DUMPING SITE,HIMACHAL PRADESH,12,24,7.27,8.5,369,580,0.1,2,4.46,4.79,2,108,12,340,2012,2012,"Calendar Year (Jan - Dec), 2012"
1875,MANDI-D/S OF MSW DUMPING SITE,HIMACHAL PRADESH,18,18,7.65,7.65,257,257,4.8,4.8,0,2.33,920,920,2400,2400,2012,2012,"Calendar Year (Jan - Dec), 2012"
1876,PARWANOO INDUSTRIAL AREA,HIMACHAL PRADESH,21,25,6.68,8.32,553,763,0.3,0.5,0.22,0.22,,,6,10,2012,2012,"Calendar Year (Jan - Dec), 2012"
1877,BADDI INDUSTRIAL AREA,HIMACHAL PRADESH,23,26,7.13,8.23,345,398,0.2,1,0.08,1.96,2,2,28,28,2012,2012,"Calendar Year (Jan - Dec), 2012"
1878,BAROTIWALA INDUSTRIAL AREA,HIMACHAL PRADESH,22.5,27,7.4,7.63,360,513,0.2,0.5,0.22,2.75,15,15,50,50,2012,2012,"Calendar Year (Jan - Dec), 2012"
1879,NALAGARH INDUSTRIAL AREA,HIMACHAL PRADESH,22,28,6.6,7.68,888,1314,0.2,0.5,0.1,2.43,,,15,15,2012,2012,"Calendar Year (Jan - Dec), 2012"
1880,KALA AMB INDUSTRIAL AREA,HIMACHAL PRADESH,26,26,7.09,7.36,371,485,1,1.2,0.13,5.2,5,8,9,10,2012,2012,"Calendar Year (Jan - Dec), 2012"
1881,PAONTA SAHIB INDUSTRIAL AREA,HIMACHAL PRADESH,23,25,7.22,8.04,409,671,1.2,1.2,0.2,1.07,4,7,9,11,2012,2012,"Calendar Year (Jan - Dec), 2012"
1882,MEHATPUR INDUSTRIAL AREA,HIMACHAL PRADESH,15,24,7.68,7.71,573,870,0.5,0.5,0.28,1.41,5,11,18,21,2012,2012,"Calendar Year (Jan - Dec), 2012"
1883,UNA INDUSTRIAL AREA,HIMACHAL PRADESH,14,25,7.46,7.75,516,794,0.5,0.6,4.86,5.71,9,9,43,43,2012,2012,"Calendar Year (Jan - Dec), 2012"
2628,HAND PUMP AT SHAMSHI,HIMACHAL PRADESH,10,16,7.29,8.21,301,568,,,,,,,,,2012,2012,"Calendar Year (Jan - Dec), 2012"
2629,HAND PUMP AT MANDI TOWN,HIMACHAL PRADESH,20.5,21,7.47,7.78,591,703,,,0.56,2.354,,,,,2012,2012,"Calendar Year (Jan - Dec), 2012"
2630,HAND PUMP AT HAMIRPUR TOWN,HIMACHAL PRADESH,15,15,7,7.04,7.36,1300,0.4,0.5,0.2,3.135,4,5,17,22,2012,2012,"Calendar Year (Jan - Dec), 2012"
2631,HAND PUMP AT NADAUN TOWN,HIMACHAL PRADESH,13,13,6.65,6.78,527,811,0.5,0.5,6.05,6.11,2,2,7,10,2012,2012,"Calendar Year (Jan - Dec), 2012"
2632,HAND PUMP AT BILASPUR TOWN,HIMACHAL PRADESH,22,23,7.42,7.79,714,987,,,2.55,6.18,,,,,2012,2012,"Calendar Year (Jan - Dec), 2012"
2633,HAND PUMP AT RECONGPEO,HIMACHAL PRADESH,9,9,8.85,8.85,244,244,0,0,4.93,8.253,,,,,2012,2012,"Calendar Year (Jan - Dec), 2012"
2634,HAND PUMP AT SHIMLA,HIMACHAL PRADESH,10,10.6,7.89,7.98,245,250,0.2,0.5,0.03,0.025,6,6,2,26,2012,2012,"Calendar Year (Jan - Dec), 2012"
2635,HAND PUMP AT RAMPUR,HIMACHAL PRADESH,10,10,7.88,8.46,248,502,0,0.2,0.07,0.18,,,,,2012,2012,"Calendar Year (Jan - Dec), 2012"
2636,HAND PUMP AT KANGRA TEMPLE,HIMACHAL PRADESH,20,21,6.32,7.01,559,695,0.6,1.1,0,0.094,4,4,27,27,2012,2012,"Calendar Year (Jan - Dec), 2012"
2637,HAND PUMP AT JWALAJI TEMPLE,HIMACHAL PRADESH,21,24,7.21,8.6,133,1350,0.5,0.6,0.05,2.02,7,7,17,17,2012,2012,"Calendar Year (Jan - Dec), 2012"
2638,HAND PUMP AT CHINTPURNI TEMPLE/ TOWN,HIMACHAL PRADESH,20,22,7.62,8.02,416,552,0.2,0.5,1.4,5.64,8,8,21,21,2012,2012,"Calendar Year (Jan - Dec), 2012"
2639,HAND PUMP AT CHAMUNDA DEVI TEMPLE/ TOWN,HIMACHAL PRADESH,21,22,6.78,8.22,80,133,0.8,1,2.82,3.98,7,7,17,17,2012,2012,"Calendar Year (Jan - Dec), 2012"
2640,HAND PUMP AT SANSARPUR TERRACE IA,HIMACHAL PRADESH,24.6,26,7.26,7.84,353,424,0.3,1,0.32,0.85,9,9,21,21,2012,2012,"Calendar Year (Jan - Dec), 2012"
2641,HAND PUMP AT CHAMBA TOWN,HIMACHAL PRADESH,15,15,7.2,7.48,668,691,0.2,0.8,1.25,1.43,4,4,9,9,2012,2012,"Calendar Year (Jan - Dec), 2012"
2642,HAND PUMP AT DALHOUSIE TOWN,HIMACHAL PRADESH,14,16,6.41,6.85,222,229,0.4,0.9,0.06,0.25,4,4,9,9,2012,2012,"Calendar Year (Jan - Dec), 2012"
2643,HAND PUMP AT SOLAN,HIMACHAL PRADESH,21,24.5,7.09,7.83,393,438,0.1,1,2.71,3.18,11,84,27,210,2012,2012,"Calendar Year (Jan - Dec), 2012"
2644,HAND PUMP AT PARWANOO IA,HIMACHAL PRADESH,24,24,7.21,7.21,507,507,0.2,0.2,0.05,0.18,,,2,2,2012,2012,"Calendar Year (Jan - Dec), 2012"
2645,HAND PUMP AT NAHAN,HIMACHAL PRADESH,22,25,7.11,7.18,686,1050,1,1.2,0.03,0.029,6,9,10,13,2012,2012,"Calendar Year (Jan - Dec), 2012"
4563,WELL C/O NURSERY SCHOOL,LAKSHADWEEP,29.8,29.8,,,1607,1742,,,,,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
2646,HAND PUMP AT KALA AMB,HIMACHAL PRADESH,26,26,6.77,7.31,957,1860,1,1.2,0.3,3.27,5,7,10,12,2012,2012,"Calendar Year (Jan - Dec), 2012"
2647,HAND PUMP AT TAHLIWAL IA,HIMACHAL PRADESH,14,26,6.87,7.22,696,1080,0.5,0.6,0.29,1.75,7,7,2,18,2012,2012,"Calendar Year (Jan - Dec), 2012"
2039,SECTOR 15,CHANDIGARH,26,26,7,7,869,869,0.4,0.4,0.22,1.02,,,,,2012,2012,"Calendar Year (Jan - Dec), 2012"
2042,SECTOR 47,CHANDIGARH,26,26,7.4,7.4,741,741,0.6,0.6,7.77,7.77,,,,,2012,2012,"Calendar Year (Jan - Dec), 2012"
2043,PALSORA VILLAGE,CHANDIGARH,26,26,7.2,7.2,870,870,1,1,0.38,0.38,,,,,2012,2012,"Calendar Year (Jan - Dec), 2012"
2044,DHANAS VILLAGE,CHANDIGARH,26,26,6.9,6.9,987,987,0.6,0.6,2.83,2.83,,,,,2012,2012,"Calendar Year (Jan - Dec), 2012"
2045,DADU MAJRA,CHANDIGARH,26,26,7.3,7.3,673,673,,,,,,,,,2012,2012,"Calendar Year (Jan - Dec), 2012"
2759,"DUGWELL AT GAGHWAL(KATHUA DISTT),J&K",JAMMU & KASHMIR,27,27,6.24,6.24,458,458,2.3,2.3,0.33,1.49,,,,,2012,2012,"Calendar Year (Jan - Dec), 2012"
2760,"MALADHAR TALAB(POND)HATLI (KATHUA),J&K",JAMMU & KASHMIR,26,26,6.64,6.64,236,236,158,158,,,,,,,2012,2012,"Calendar Year (Jan - Dec), 2012"
2761,"TUBE WELL KATHUA SICOP INDUSTRIAL AREA KATHUA,J&K",JAMMU & KASHMIR,26,26,6.1,6.1,106,106,,,0.06,0.057,,,,,2012,2012,"Calendar Year (Jan - Dec), 2012"
2762,"R.S. PURA TEHSIL, JAMMU,J&K",JAMMU & KASHMIR,16.2,16.2,9.4,9.4,2000,2000,68,68,,,,,,,2012,2012,"Calendar Year (Jan - Dec), 2012"
19,"WELL AT ELOOR, KERALA",KERALA,24,28,5.7,7.5,120,245,0.2,1.4,0.3,4.5,2,1100,22,3500,2012,2012,"Calendar Year (Jan - Dec), 2012"
22,"WELL AT CHUNGAPALLY, KERALA",KERALA,25,25,6.5,6.7,100,110,0.3,0.5,0.16,1.88,2,2,4,40,2012,2012,"Calendar Year (Jan - Dec), 2012"
35,"WELL AT PUNALUR, KERALA",KERALA,26.4,26.8,5,5.8,329,344,0.4,0.6,4.5,6.1,170,400,300,700,2012,2012,"Calendar Year (Jan - Dec), 2012"
1581,"PAPPANAMKODE,THIRUVANANTHAPURAM",KERALA,26.5,26.5,4.5,5.6,52,260,0.5,0.8,1.64,1.82,80,80,110,240,2012,2012,"Calendar Year (Jan - Dec), 2012"
1582,"NEDUMANGAD,THIRUVANANTHAPURAM",KERALA,27,28,6.1,6.3,186,260,0.7,1.2,1.3,1.4,40,80,170,300,2012,2012,"Calendar Year (Jan - Dec), 2012"
1583,"NEDUMANGAD,THIRUVANANTHAPURAM",KERALA,26.8,28.9,4.4,4.6,154,165,0.7,0.8,0.14,3.7,40,400,140,900,2012,2012,"Calendar Year (Jan - Dec), 2012"
1584,"CHERTHALA,ALLEPPY, KERALA",KERALA,26,26.5,6.9,7,128,138,0.2,1.1,0.05,0.12,280,400,500,800,2012,2012,"Calendar Year (Jan - Dec), 2012"
1585,"VYTTILA,ERNAKULAM",KERALA,27,29,7.4,7.5,309,610,0.8,3,1.6,10.6,110,220,220,350,2012,2012,"Calendar Year (Jan - Dec), 2012"
1586,EDAYAR ERNAKULAM DISTT.,KERALA,25,27,6.4,6.5,145,194,0.5,0.7,2.6,3,50,300,80,500,2012,2012,"Calendar Year (Jan - Dec), 2012"
1587,KALAMASSERY ERNAKULAM,KERALA,26,27,6.9,7.4,88,1693,1.2,2,1.4,1.8,40,300,80,500,2012,2012,"Calendar Year (Jan - Dec), 2012"
1588,PUNKUNNAM TRISSUR DISTT.,KERALA,27,27.5,5.4,6.8,95,103,0.3,0.8,1.68,2.4,80,140,300,500,2012,2012,"Calendar Year (Jan - Dec), 2012"
1589,"MALAPURAM , KERALA",KERALA,28.5,28.5,6,6.2,210,370,0.8,1,1.6,3.7,8,500,30,700,2012,2012,"Calendar Year (Jan - Dec), 2012"
1590,"MAVOOR, KOZHIKKODE DISTT. , KERALA",KERALA,25,25,6.8,7.3,118,129,0.4,0.7,0.21,2.95,2,4,4,60,2012,2012,"Calendar Year (Jan - Dec), 2012"
1591,KANNUR (MUNICIPALITY) KANNUR,KERALA,25.5,29.5,5.1,5.3,94,118,0.2,0.3,4.37,4.7,70,170,500,800,2012,2012,"Calendar Year (Jan - Dec), 2012"
1592,"PAYYANNUR, KANNUR DISTT.",KERALA,26,28,6.6,7,209,226,0.2,0.6,2,9.7,2,2,21,30,2012,2012,"Calendar Year (Jan - Dec), 2012"
2308,FATHIMAPURAM (CHANGANASSERY),KERALA,25.2,27,6.6,7,188,347,0.3,0.5,0.07,0.32,40,500,80,700,2012,2012,"Calendar Year (Jan - Dec), 2012"
2309,KAROOR (PALA),KERALA,26,27,5.8,7.1,76,100,0.4,0.5,4.07,5.1,40,70,60,120,2012,2012,"Calendar Year (Jan - Dec), 2012"
2310,VAIKOM,KERALA,25.4,26,6.3,6.7,162,237,0.2,0.6,0.82,4.1,80,240,130,350,2012,2012,"Calendar Year (Jan - Dec), 2012"
2311,VADAVATHOOR (KOTTAYAM),KERALA,26,26.4,6.2,6.6,97,217,0.5,1.2,1.87,3.3,110,300,140,500,2012,2012,"Calendar Year (Jan - Dec), 2012"
2313,"SARVODAPURAM, ALAPPUZHA",KERALA,26,26.5,6.5,7,151,195,0.2,0.6,2.86,5,400,700,1100,1200,2012,2012,"Calendar Year (Jan - Dec), 2012"
2314,KUREEPUZHA (KOLLAM),KERALA,27.8,28.8,6,7.1,34,196,0.4,2.8,0.16,0.21,300,300,600,700,2012,2012,"Calendar Year (Jan - Dec), 2012"
2315,K.M.M.L. (KOLLAM),KERALA,27.8,27.9,7.2,7.2,117,1460,0.6,2.7,1.9,2.6,110,170,400,500,2012,2012,"Calendar Year (Jan - Dec), 2012"
2316,CHELLORA TRENCHING GROUND (KANNUR),KERALA,26,27,4.9,5.7,49,59,0.3,0.6,0.34,4.2,2,2,11,60,2012,2012,"Calendar Year (Jan - Dec), 2012"
2317,PUNNALPETTIPPALAM (TELLICHERRY MUNICIPALITY),KERALA,26,28.5,5.9,6.2,212,352,0.4,0.6,1.5,2.35,2,40,11,1300,2012,2012,"Calendar Year (Jan - Dec), 2012"
2320,MANJERI,KERALA,28.5,28.5,5.9,6.6,160,187,0.9,0.9,4.7,4.73,30,350,80,600,2012,2012,"Calendar Year (Jan - Dec), 2012"
2321,LALOOR (THRISSUR),KERALA,28,28,4.5,7.2,200,290,0.4,0.6,1.1,2.2,170,300,280,1600,2012,2012,"Calendar Year (Jan - Dec), 2012"
2322,OLLUR (THRISSUR),KERALA,28,28,4.5,6,210,250,0.4,0.8,0.5,10.8,11,60,50,400,2012,2012,"Calendar Year (Jan - Dec), 2012"
2323,BRAHMAPURAM M.S.W. DUMPARK (ERNAKULAM),KERALA,25,28,6.2,7,226,260,0.5,1,5.3,9.8,70,500,110,2200,2012,2012,"Calendar Year (Jan - Dec), 2012"
2324,HAZARDOUS WASTE DUMP (AMBALAMUGHAL),KERALA,27,28,6.8,7.9,240,389,0.3,1.6,2.3,4.7,4,21,2,140,2012,2012,"Calendar Year (Jan - Dec), 2012"
2327,KARUKAMANI,KERALA,23.5,25,6.7,7.8,690,712,0.6,0.8,0.8,0.9,140,170,300,500,2012,2012,"Calendar Year (Jan - Dec), 2012"
1920,KAKCHING (THOUBAL DIST.),MANIPUR,17,17,,,59.4,59.4,,,0.87,2.96,,,,,2012,2012,"Calendar Year (Jan - Dec), 2012"
1406,"WELL AROUND UDAIPUR (TUBEWELL), TRIPURA",TRIPURA,25.5,28,7.74,7.98,334,360,0,0.8,0,0.08,,,,,2012,2012,"Calendar Year (Jan - Dec), 2012"
1730,"KUNJBAN, AGARTALA, TRIPURA",TRIPURA,26,27,7.3,7.76,182,193,,,0.22,0.24,,,,,2012,2012,"Calendar Year (Jan - Dec), 2012"
1731,"LANKAMURA, TRIPURA",TRIPURA,26,28.5,7.68,7.94,82,94,,,,,,,,,2012,2012,"Calendar Year (Jan - Dec), 2012"
1732,"A.D.NAGAR, AGARTALA, TRIPURA",TRIPURA,26.5,27.5,7.56,7.74,108,120,,,,,,,,,2012,2012,"Calendar Year (Jan - Dec), 2012"
1733,"SHIBNAGAR, AGARTALA, TRIPURA",TRIPURA,27,27.5,7.72,7.85,182,196,,,,,,,,,2012,2012,"Calendar Year (Jan - Dec), 2012"
1734,"GANDHIGRAM, AGARTALA, TRIPURA",TRIPURA,26,27.5,7.42,7.62,162,178,,,,,,,,,2012,2012,"Calendar Year (Jan - Dec), 2012"
1634,"POLICE BAZAR, SHILLONG, MEGHALAYA",MEGHALAYA,18,18,6,6,175,215,2.4,2.8,4.04,6.3,38,63,50,94,2012,2012,"Calendar Year (Jan - Dec), 2012"
1635,"MAWLAI, SHILLONG, MEGHALAYA",MEGHALAYA,19,19,5,5,220,255,4,4.4,10.2,16.4,49,70,70,110,2012,2012,"Calendar Year (Jan - Dec), 2012"
1636,"INDUSTRIAL ESTATE, BYRNIHAT, MEGHALAYA",MEGHALAYA,24,25.5,6,6.5,175,260,1,1.4,1.1,4.5,23,36,4.3,35,2012,2012,"Calendar Year (Jan - Dec), 2012"
1637,"SOHRA CHERRAPUNJEE, MEGHALAYA",MEGHALAYA,18,18,6.5,6.5,75,92,0.22,0.3,3.5,3.9,17,23,21,31,2012,2012,"Calendar Year (Jan - Dec), 2012"
1638,"SHANGPUNG, MEGHALAYA",MEGHALAYA,17,19,5.1,6.5,115,125,0.8,1,5.6,7.2,11,14,20,23,2012,2012,"Calendar Year (Jan - Dec), 2012"
1644,"JAGATPUR INDUSTRIAL AREA, CUTTACK ORISSA",ORISSA,25,35,7.7,8.1,251,911.8,0.8,1.1,4.1,6.933,2,2,2,4,2012,2012,"Calendar Year (Jan - Dec), 2012"
1645,"MADHUPATNA- KALYAN NAGAR AREA, CUTTACK, ORISSA",ORISSA,24,31,6.5,8.2,332.4,605,0.4,2.1,2.79,7.739,2,2,2,2,2012,2012,"Calendar Year (Jan - Dec), 2012"
1646,"BIDANASHI - TULASIPUR AREA, CUTTACK, ORISSA",ORISSA,22,34,7.8,8.1,106,134,0.8,1.3,0.33,0.477,2,2,2,2,2012,2012,"Calendar Year (Jan - Dec), 2012"
1647,"BADAMBARI AREA, CUTTACK, ORISSA",ORISSA,24,31,6.9,7.7,236,322.2,0.9,1.4,0.06,0.905,2,2,2,2,2012,2012,"Calendar Year (Jan - Dec), 2012"
1648,"RANIHAT- MANGALABAGH AREA, CUTTACK, ORISSA",ORISSA,25,32,7.8,8.3,228.1,396,0.8,2.1,0.33,11.39,2,2,2,4,2012,2012,"Calendar Year (Jan - Dec), 2012"
1649,"KHANDAGIRI AREA, BHUBANESWAR, ORISSA",ORISSA,26,32,5.4,6.1,262,314.7,0.6,2.2,2.52,9.289,2,2,2,2,2012,2012,"Calendar Year (Jan - Dec), 2012"
1650,"CAPITAL HOSPITAL AREA, BHUBANESWAR, ORISSA",ORISSA,25,32,6,6.5,271,272,0.4,1.2,1.06,4.327,2,2,2,2,2012,2012,"Calendar Year (Jan - Dec), 2012"
1651,"OLD TOWN- SAMANTARAAIPUR AREA, BHUBANESWAR,ORISSA",ORISSA,25,37,6.9,7.3,196,321,0.8,1.2,0.13,1.865,2,5,2,8,2012,2012,"Calendar Year (Jan - Dec), 2012"
1652,"KALPNA - LAXMINAGAR AREA, BHUBANESWAR, ORISSA",ORISSA,27,30,5.3,6.9,319,427,0.5,1.6,0.66,2.494,2,2,2,4,2012,2012,"Calendar Year (Jan - Dec), 2012"
1654,"SECRETARIAT- GOVERNOR HOUSE- OLDBUS STAND AREA, BHUBANESWAR, ORISSA",ORISSA,24,32,5.7,7.4,162,204,0.8,2.7,1.2,9.607,2,2,2,4,2012,2012,"Calendar Year (Jan - Dec), 2012"
1655,"NEAR SEA BEACH, PURI, ORISSA",ORISSA,27,29,7.4,7.8,690,1802,1.1,1.3,1.97,11.53,2,4,2,8,2012,2012,"Calendar Year (Jan - Dec), 2012"
1656,"NEAR JAGANNATH TEMPLE, PURI, ORISSA",ORISSA,27,27,7.7,7.7,1396,1396,0.9,0.9,11.8,11.84,17,17,33,33,2012,2012,"Calendar Year (Jan - Dec), 2012"
1657,"HOSPITAL - BUSSTAND- MAUSHIMA TEMPLE AREA, PURI, ORISSA",ORISSA,27,32,7.4,7.5,911,1086,1,1.7,9.59,11.03,2,2,2,6,2012,2012,"Calendar Year (Jan - Dec), 2012"
1658,"NEAR RIVER KUSHABHADRA, PURI, ORISSA",ORISSA,30,30,7.8,7.8,573.2,573.2,0.9,0.9,0.85,0.846,2,2,2,2,2012,2012,"Calendar Year (Jan - Dec), 2012"
1415,"WELL OF LOOMJI, CHAUDHARY, NEAR NAYAGAON, PALI, (U/S 1 KM. FROM PALI TOWN)",RAJASTHAN,28,28,7.65,8.37,2800,10400,0.9,1.47,1.14,4.2,4,7,20,460,2012,2012,"Calendar Year (Jan - Dec), 2012"
1416,WELL (U/S 1 KM FROM JODHPUR TOWN),RAJASTHAN,24,24,8.59,8.64,8400,15800,18.8,24.12,0.8,2.2,4,7,28,75,2012,2012,"Calendar Year (Jan - Dec), 2012"
1706,"RIICO PUMP HOUSE NEAR MONTO MOTORS, MIA, ALWAR",RAJASTHAN,30,30,7.62,7.65,1350,1410,0.7,1.25,0.16,0.3,3,3,3,7,2012,2012,"Calendar Year (Jan - Dec), 2012"
4564,WELL C/O BELAVILATHA PALLI,LAKSHADWEEP,30.3,30.3,,,3195,3280,,,,,,,,,2019,2019,"Calendar Year (Jan - Dec), 2019"
1707,"BORE WELL IN MODI ALKALIS & CHEMICALS, MIA, ALWAR",RAJASTHAN,32,32,7.78,7.78,1460,1460,0.65,0.65,0.38,0.38,3,3,4,4,2012,2012,"Calendar Year (Jan - Dec), 2012"
1708,"WELL KOTHI IN VILLAGE BAGAR RAJPUT, ALWAR",RAJASTHAN,29,29,7.51,7.73,1490,3100,0.15,1.6,0.16,0.98,3,4,3,14,2012,2012,"Calendar Year (Jan - Dec), 2012"
1709,"WELL AT VILLAGE SANTHLA VERY NEAR BHIWADI INDUSTRIAL AREA, BHIWADI",RAJASTHAN,30,31,7.21,8.06,2500,3300,0.05,0.35,0.32,4.5,3,4,3,9,2012,2012,"Calendar Year (Jan - Dec), 2012"
1710,"WELL AT VILLAGE ALUPUR, VERY NEAR BHIWADI INDUSTRIAL AREA, BHIWADI",RAJASTHAN,29,29,7.78,8.6,1740,2400,0.55,1.03,0.38,5.5,3,3,3,7,2012,2012,"Calendar Year (Jan - Dec), 2012"
1711,"WELL AT VILLAGE HARCHANDPUR, VERY NEAR, BHIWADI TO BHIWADI INDUSTRIAL AREA, BHIWADI",RAJASTHAN,28,28,7.61,8.25,1640,4300,0.4,0.6,0.3,0.48,3,3,3,7,2012,2012,"Calendar Year (Jan - Dec), 2012"
1712,"WELL AT VILLAGE BHIWADI , VERY NEAR, BHIWADI TO BHIWADI INDUSTRIAL AREA, BHIWADI",RAJASTHAN,30,31,7.82,8.57,1520,1900,0.32,1.05,0.3,0.8,3,3,3,9,2012,2012,"Calendar Year (Jan - Dec), 2012"
1713,"WELL AT VILLAGE GATTAL, NEAR, BHIWADI TO BHIWADI INDUSTRIAL AREA, BHIWADI",RAJASTHAN,29,30,7.27,8.2,1470,1520,1.2,5.24,0.08,18.96,3,4,3,20,2012,2012,"Calendar Year (Jan - Dec), 2012"
1715,HAND PUMP NEAR SECONDARY SCHOOL ABOUT 300mt. FROM KANSUA NALLAH KOTA,RAJASTHAN,25,27.5,8.38,8.59,1510,1860,0.45,1.28,2.74,6,3,3,4,4,2012,2012,"Calendar Year (Jan - Dec), 2012"
1720,"CHAUDHARY KA WELL VILLAGE PANIALA, KOTAPUTALI NEAR ASSOCIATED ALCOHOL BREVERIES LTD JAIPUR",RAJASTHAN,28,28,7.95,8.08,1050,1470,0.25,0.34,0.62,1.5,3,4,7,7,2012,2012,"Calendar Year (Jan - Dec), 2012"
1721,"PHED WELL NEAR RAILWAY LINE JHOTAWARA, JAIPUR",RAJASTHAN,30,31,7.92,8.03,510,870,0.47,0.7,0.48,1.6,3,4,7,9,2012,2012,"Calendar Year (Jan - Dec), 2012"
1722,"PHED WELL NEAR NEI, KHATIPURA",RAJASTHAN,28,30,7.29,7.43,1380,1510,0.29,0.85,0.08,0.42,3,3,3,4,2012,2012,"Calendar Year (Jan - Dec), 2012"
1723,HAND PUMP OF VIDHANI VILLAGE GONER ROAD JAIPUR,RAJASTHAN,29,31,7.44,7.87,3000,3100,1,1.2,0.16,6,3,4,7,20,2012,2012,"Calendar Year (Jan - Dec), 2012"
1724,"WELL OF GOOJARON KI TALAI, MOHANA ROAD SANGANER JAIPUR",RAJASTHAN,30,31,7.98,8.21,1250,1530,0.27,0.55,0.14,1.34,3,4,4,7,2012,2012,"Calendar Year (Jan - Dec), 2012"
1725,PUBLIC HAND PUMP BEFORE SANGANER PULIA,RAJASTHAN,28,31,7.37,7.5,660,1800,0.33,0.75,0.02,0.38,3,4,3,9,2012,2012,"Calendar Year (Jan - Dec), 2012"
2015,"PABUPURA ROAD NEAR CIVIL AIR PORT, JODHPUR (MANGILAL RATHOR)",RAJASTHAN,22,25,7.65,7.7,2900,3000,2.75,4.53,0.21,0.4,3,4,7,14,2012,2012,"Calendar Year (Jan - Dec), 2012"
2016,"VILLAGE VINAYAKIA, JODHPUR (HIRALAL KUMHAR)",RAJASTHAN,23,24,7.42,7.5,2000,2200,1.4,14.98,0.08,19.6,3,7,4,14,2012,2012,"Calendar Year (Jan - Dec), 2012"
2017,"VILLAGE VINAYAKIA, JODHPUR (BADRI KUMHAR)",RAJASTHAN,23,23,7.4,7.6,2400,2600,0.95,1.75,0.42,0.74,4,7,9,1100,2012,2012,"Calendar Year (Jan - Dec), 2012"
2018,"VILLAGE VINAYAKIA, JODHPUR (HUKUM SINGH RATHORE)",RAJASTHAN,23,25,7.5,7.99,4300,4700,1.25,1.3,1.2,1.6,4,4,9,210,2012,2012,"Calendar Year (Jan - Dec), 2012"
2019,"NEAR UIT BRIDGE, UDAIPUR",RAJASTHAN,22,24,7.2,7.88,1710,2000,0.24,7.2,0.16,1.82,3,4,4,28,2012,2012,"Calendar Year (Jan - Dec), 2012"
2020,"NEW FATEHPURA, 200 FT.FROM PANCHWATI NALLAH, UDAIPUR",RAJASTHAN,22,24,7.1,8.41,2200,2400,0.09,10.6,0.92,1.66,3,3,7,7,2012,2012,"Calendar Year (Jan - Dec), 2012"
